shipping_id,shipping_date,delivery_date,status,order_id,address_id
608,2025-08-05,,Cancelled,1236,570
609,2025-07-27,,Cancelled,1491,323
610,2025-09-13,,Cancelled,2643,85
611,2024-12-12,,Pending,955,64
612,2024-10-18,2024-10-22,Delivered,1239,639
613,2025-03-12,,Cancelled,310,1289
614,2024-12-29,,Cancelled,2022,928
615,2025-02-14,,Cancelled,2883,1021
616,2024-10-12,,Cancelled,2397,1099
617,2025-05-31,2025-06-05,Delivered,2117,812
618,2025-09-20,2025-09-27,Delivered,83,729
619,2024-12-21,2024-12-28,Delivered,947,1392
620,2024-11-26,,Pending,828,668
621,2024-12-17,,Cancelled,1820,191
622,2025-03-31,,Cancelled,628,977
623,2025-07-17,2025-07-20,Delivered,883,1234
624,2025-03-05,2025-03-07,Delivered,2479,1367
625,2024-10-05,2024-10-11,Delivered,1622,74
626,2025-05-08,2025-05-10,Delivered,145,1251
627,2025-05-13,2025-05-16,Delivered,2460,70
628,2025-09-04,,Pending,2939,1415
629,2025-03-04,2025-03-08,Delivered,2742,59
630,2025-05-13,2025-05-20,Delivered,771,406
631,2025-01-16,,Cancelled,577,1239
632,2025-05-05,,Pending,1327,1273
633,2025-03-07,2025-03-16,Delivered,333,642
634,2025-02-01,2025-02-05,Delivered,2535,1145
635,2025-01-18,2025-01-24,Delivered,1892,1000
636,2025-04-28,,Cancelled,475,31
637,2025-06-03,2025-06-05,Delivered,780,1060
638,2025-05-25,2025-05-31,Delivered,2932,1408
639,2025-08-02,2025-08-10,Delivered,2507,467
640,2024-12-15,2024-12-21,Delivered,691,816
641,2025-05-31,2025-06-06,Delivered,1383,1094
642,2024-11-17,,Cancelled,2003,161
643,2025-01-16,2025-01-22,Delivered,2490,1009
644,2025-01-02,,Cancelled,2016,1456
645,2025-07-06,2025-07-11,Delivered,2976,955
646,2024-11-23,2024-11-28,Delivered,1649,167
647,2025-05-10,,Pending,332,1352
648,2025-01-29,2025-02-08,Delivered,626,436
649,2024-12-11,2024-12-17,Delivered,2577,1116
650,2025-01-23,,Pending,881,1354
651,2025-06-29,2025-07-08,Delivered,2013,65
652,2025-05-11,,Pending,296,405
653,2025-09-25,2025-10-03,Delivered,262,525
654,2024-10-13,2024-10-20,Delivered,1761,494
655,2025-06-15,,Cancelled,2326,326
656,2025-02-04,,Cancelled,1881,715
657,2025-09-15,,Cancelled,655,809
658,2025-09-25,,Pending,819,42
659,2024-12-14,,Pending,562,539
660,2024-12-08,2024-12-12,Delivered,2850,1269
661,2025-05-03,,Pending,1179,648
662,2025-09-23,,Pending,2523,248
663,2025-08-04,2025-08-07,Delivered,815,756
664,2024-10-02,,Cancelled,2440,1426
665,2025-01-09,,Pending,2052,499
666,2025-06-24,,Cancelled,2230,821
667,2025-02-13,2025-02-20,Delivered,567,118
668,2025-08-18,2025-08-23,Delivered,2177,591
669,2025-03-13,,Pending,2208,662
670,2025-03-25,2025-03-27,Delivered,898,799
671,2025-03-12,2025-03-16,Delivered,544,661
672,2025-03-04,2025-03-07,Delivered,241,417
673,2025-06-14,2025-06-23,Delivered,2350,863
674,2025-03-02,,Pending,2099,44
675,2025-05-26,2025-06-05,Delivered,2886,92
676,2025-02-15,2025-02-22,Delivered,300,1076
677,2024-12-12,2024-12-14,Delivered,258,792
678,2025-04-20,,Pending,1627,1206
679,2025-04-18,,Pending,1090,815
680,2024-11-30,,Pending,2489,1305
681,2025-06-20,2025-06-28,Delivered,707,1369
682,2025-04-21,,Pending,2157,1081
683,2024-10-12,,Pending,2609,60
684,2025-04-14,,Cancelled,2481,498
685,2024-10-13,2024-10-16,Delivered,2482,509
686,2025-04-24,2025-05-04,Delivered,2935,478
687,2025-08-29,2025-09-02,Delivered,1842,340
688,2025-01-22,2025-01-24,Delivered,2752,650
689,2024-10-05,,Pending,2230,511
690,2024-10-21,,Pending,1674,145
691,2024-09-28,,Cancelled,2684,72
692,2025-07-23,,Cancelled,1828,1056
693,2025-07-15,2025-07-18,Delivered,2902,285
694,2025-03-02,,Pending,691,177
695,2025-07-31,2025-08-02,Delivered,379,948
696,2025-05-11,2025-05-20,Delivered,494,465
697,2025-07-08,,Cancelled,2824,1387
698,2024-12-18,2024-12-23,Delivered,1304,1378
699,2025-05-01,,Cancelled,656,952
700,2025-09-09,2025-09-16,Delivered,1722,1481
701,2025-01-22,2025-01-24,Delivered,557,1096
702,2025-06-20,2025-06-25,Delivered,2631,1308
703,2025-05-22,2025-05-27,Delivered,1268,1315
704,2025-07-04,,Cancelled,2812,1445
705,2025-02-12,,Pending,848,463
706,2024-12-18,,Pending,2615,991
707,2025-08-04,2025-08-13,Delivered,184,984
708,2025-06-19,,Cancelled,2460,754
709,2025-07-26,2025-07-28,Delivered,2033,841
710,2025-04-03,,Cancelled,1936,124
711,2025-07-31,,Cancelled,809,1208
712,2024-11-07,2024-11-16,Delivered,919,795
713,2025-07-01,2025-07-08,Delivered,2332,653
714,2024-11-15,,Pending,2128,107
715,2024-12-16,,Pending,235,157
716,2025-02-28,,Pending,535,226
717,2024-11-06,2024-11-14,Delivered,2292,1327
718,2025-05-15,,Cancelled,2290,893
719,2025-09-26,,Cancelled,2871,1352
720,2025-04-19,2025-04-23,Delivered,526,1390
721,2025-02-26,2025-03-07,Delivered,480,1388
722,2025-03-31,2025-04-10,Delivered,518,1292
723,2025-04-02,2025-04-06,Delivered,2201,1241
724,2024-11-16,2024-11-20,Delivered,1612,61
725,2025-06-14,2025-06-23,Delivered,2788,1394
726,2024-11-18,,Pending,1741,1028
727,2025-04-21,,Pending,961,789
728,2024-12-24,,Pending,2665,1248
729,2025-04-28,2025-05-03,Delivered,38,482
730,2025-03-18,,Cancelled,245,280
731,2025-08-09,,Pending,1553,846
732,2024-12-09,2024-12-11,Delivered,739,185
733,2024-11-18,2024-11-22,Delivered,365,142
734,2025-03-23,2025-03-29,Delivered,335,663
735,2025-03-17,,Pending,2266,783
736,2025-07-01,,Cancelled,1671,515
737,2025-06-29,,Pending,1355,986
738,2024-10-27,,Cancelled,1734,196
739,2025-07-14,,Cancelled,743,529
740,2024-11-17,2024-11-22,Delivered,1789,402
741,2025-06-23,,Pending,2991,471
742,2025-03-14,,Pending,1431,592
743,2025-04-13,,Pending,816,802
744,2025-04-15,2025-04-20,Delivered,1431,165
745,2025-07-19,,Pending,1889,850
746,2025-09-01,2025-09-06,Delivered,525,276
747,2025-04-04,,Pending,2504,727
748,2025-08-27,,Cancelled,1282,333
749,2024-10-20,,Pending,1989,859
750,2024-12-22,2024-12-24,Delivered,606,1050
751,2025-07-09,2025-07-19,Delivered,1804,74
752,2025-06-29,,Cancelled,1925,773
753,2025-08-09,,Pending,1374,877
754,2025-07-10,2025-07-19,Delivered,1415,348
755,2025-09-06,2025-09-10,Delivered,519,834
756,2025-05-13,2025-05-20,Delivered,223,617
757,2024-11-11,,Pending,2570,1075
758,2025-06-24,,Cancelled,1498,499
759,2025-07-29,,Pending,1765,699
760,2025-01-03,,Pending,741,933
761,2025-02-12,,Cancelled,2568,643
762,2025-09-20,,Pending,1841,561
763,2024-11-24,2024-11-28,Delivered,1753,433
764,2025-08-26,,Pending,1890,1218
765,2025-04-26,2025-05-03,Delivered,2844,448
766,2025-08-18,,Cancelled,2996,629
767,2025-08-19,,Cancelled,1554,879
768,2025-05-26,2025-06-04,Delivered,897,722
769,2025-01-31,2025-02-04,Delivered,2635,67
770,2025-02-19,2025-02-27,Delivered,207,1056
771,2025-05-17,,Pending,2258,1175
772,2024-10-27,2024-10-29,Delivered,2396,267
773,2025-02-25,,Cancelled,849,803
774,2025-06-13,,Cancelled,1505,1222
775,2025-01-27,2025-01-30,Delivered,2546,621
776,2025-09-08,2025-09-14,Delivered,2026,691
777,2024-11-21,2024-11-30,Delivered,475,141
778,2025-03-23,,Pending,2535,943
779,2025-06-01,2025-06-08,Delivered,2782,899
780,2024-12-04,,Pending,2257,835
781,2025-05-04,2025-05-07,Delivered,1352,1277
782,2025-03-19,2025-03-25,Delivered,1089,382
783,2024-12-23,2024-12-26,Delivered,2108,1163
784,2025-06-01,2025-06-10,Delivered,369,219
785,2024-12-28,,Pending,694,86
786,2025-04-22,,Pending,1731,472
787,2024-12-14,2024-12-19,Delivered,289,121
788,2025-09-25,,Cancelled,1320,799
789,2024-10-23,,Pending,751,778
790,2025-04-28,2025-05-08,Delivered,1667,299
791,2025-09-22,2025-09-25,Delivered,736,1427
792,2025-03-10,2025-03-16,Delivered,2577,1022
793,2024-12-05,,Pending,275,742
794,2024-11-30,2024-12-08,Delivered,163,565
795,2025-04-25,2025-04-29,Delivered,1083,600
796,2025-03-01,2025-03-07,Delivered,1426,274
797,2025-09-01,,Pending,984,1189
798,2025-04-04,2025-04-08,Delivered,1388,1482
799,2025-05-13,2025-05-16,Delivered,2578,905
800,2025-02-27,,Cancelled,1258,688
801,2025-04-01,,Pending,222,130
802,2025-05-17,2025-05-22,Delivered,2501,354
803,2025-06-16,,Cancelled,1303,1308
804,2025-05-12,2025-05-18,Delivered,763,1045
805,2025-02-09,2025-02-18,Delivered,1575,368
806,2024-09-29,,Pending,677,992
807,2025-07-17,2025-07-27,Delivered,932,809
808,2024-10-07,,Cancelled,1909,311
809,2025-09-21,,Pending,1452,1443
810,2024-12-16,2024-12-22,Delivered,782,889
811,2024-10-11,2024-10-15,Delivered,782,267
812,2025-03-19,2025-03-24,Delivered,430,1490
813,2025-05-25,2025-06-02,Delivered,577,1231
814,2025-09-09,2025-09-17,Delivered,1730,395
815,2025-06-15,2025-06-23,Delivered,1448,1130
816,2025-08-13,2025-08-23,Delivered,1002,241
817,2025-08-27,2025-09-05,Delivered,2747,924
818,2025-08-03,,Pending,339,1284
819,2025-02-11,,Cancelled,2371,1003
820,2024-11-30,,Cancelled,1901,161
821,2025-08-14,2025-08-21,Delivered,1646,503
822,2025-01-18,2025-01-27,Delivered,1572,572
823,2025-08-15,2025-08-19,Delivered,1000,259
824,2025-08-06,2025-08-15,Delivered,2387,924
825,2025-09-10,2025-09-15,Delivered,467,1258
826,2025-03-01,2025-03-08,Delivered,2509,288
827,2025-07-29,,Cancelled,541,512
828,2025-07-08,2025-07-17,Delivered,1562,355
829,2024-10-24,,Cancelled,842,23
830,2024-10-06,,Pending,2484,702
831,2025-09-09,2025-09-18,Delivered,932,646
832,2025-02-18,,Cancelled,1757,432
833,2025-06-23,2025-06-27,Delivered,1219,460
834,2025-05-21,2025-05-31,Delivered,2109,907
835,2025-01-10,2025-01-12,Delivered,1864,493
836,2025-07-29,,Cancelled,859,955
837,2024-11-11,,Pending,92,438
838,2025-03-21,2025-03-27,Delivered,277,128
839,2025-07-08,2025-07-10,Delivered,2334,269
840,2024-10-04,2024-10-11,Delivered,2607,881
841,2025-03-11,2025-03-14,Delivered,1998,758
842,2025-01-25,,Cancelled,1857,531
843,2025-03-24,2025-04-02,Delivered,105,778
844,2024-11-11,,Pending,2951,497
845,2025-08-14,,Cancelled,21,269
846,2025-01-21,,Pending,1380,941
847,2025-07-13,2025-07-16,Delivered,2944,1494
848,2025-06-30,,Pending,2439,46
849,2024-10-24,2024-11-02,Delivered,1789,333
850,2025-04-12,2025-04-21,Delivered,2017,283
851,2025-01-17,2025-01-21,Delivered,1824,1407
852,2025-03-16,2025-03-21,Delivered,806,1394
853,2025-03-08,2025-03-12,Delivered,836,852
854,2025-04-20,,Cancelled,747,187
855,2025-02-11,,Pending,21,307
856,2025-07-13,,Cancelled,79,134
857,2025-09-17,2025-09-26,Delivered,68,1018
858,2025-01-03,,Pending,683,98
859,2025-05-25,,Cancelled,2023,1296
860,2025-03-02,2025-03-11,Delivered,423,1236
861,2024-12-17,,Pending,2352,1229
862,2025-02-22,,Cancelled,1427,886
863,2025-03-01,,Pending,938,901
864,2024-12-31,2025-01-02,Delivered,2988,691
865,2024-11-23,2024-12-03,Delivered,2228,1412
866,2025-01-22,,Cancelled,764,1453
867,2025-08-18,2025-08-26,Delivered,2672,992
868,2024-10-04,,Cancelled,665,949
869,2025-09-23,,Pending,989,1481
870,2025-01-19,,Cancelled,478,1144
871,2024-12-07,,Cancelled,215,1475
872,2025-05-19,2025-05-21,Delivered,919,204
873,2025-07-13,,Cancelled,2269,300
874,2024-10-20,,Cancelled,1614,874
875,2024-11-19,,Cancelled,1616,127
876,2024-12-03,2024-12-05,Delivered,1930,1303
877,2024-11-16,,Pending,1647,1120
878,2025-02-09,,Pending,1041,1064
879,2025-02-13,2025-02-19,Delivered,76,97
880,2025-02-01,2025-02-04,Delivered,2825,422
881,2025-09-15,2025-09-17,Delivered,1959,913
882,2025-01-11,,Cancelled,1129,1070
883,2025-04-14,2025-04-24,Delivered,1623,889
884,2024-11-29,2024-12-07,Delivered,1988,1499
885,2025-06-20,,Pending,1635,512
886,2025-02-22,2025-02-28,Delivered,1824,442
887,2024-10-15,2024-10-23,Delivered,2729,867
888,2025-04-17,2025-04-19,Delivered,1558,1371
889,2024-11-30,,Pending,1890,1217
890,2024-12-06,,Cancelled,2877,1050
891,2025-07-17,2025-07-22,Delivered,2604,1357
892,2025-07-11,2025-07-18,Delivered,2520,502
893,2025-04-26,2025-05-05,Delivered,1105,101
894,2025-02-27,2025-03-02,Delivered,1006,1304
895,2025-02-26,2025-03-03,Delivered,1314,143
896,2025-09-20,,Pending,1741,1313
897,2025-09-26,2025-10-02,Delivered,2097,605
898,2025-02-17,2025-02-25,Delivered,543,1293
899,2025-06-02,,Cancelled,1907,786
900,2025-09-15,2025-09-19,Delivered,1304,1127
901,2025-04-11,,Cancelled,617,1400
902,2024-12-23,2024-12-31,Delivered,1979,858
903,2025-04-15,,Cancelled,1188,597
904,2025-05-12,2025-05-18,Delivered,1882,1181
905,2025-04-10,,Cancelled,325,457
906,2025-09-11,,Cancelled,321,441
907,2025-07-12,,Cancelled,875,845
908,2025-02-21,2025-03-03,Delivered,987,450
909,2025-06-29,,Cancelled,2063,229
910,2025-07-25,2025-08-03,Delivered,983,702
911,2025-04-04,,Cancelled,2114,664
912,2024-09-28,,Cancelled,2916,537
913,2025-09-01,2025-09-07,Delivered,2109,48
914,2025-06-30,,Cancelled,1459,748
915,2025-05-17,2025-05-24,Delivered,1175,42
916,2025-08-29,2025-09-03,Delivered,2506,251
917,2025-01-20,2025-01-23,Delivered,680,199
918,2025-01-15,,Pending,157,169
919,2025-06-03,2025-06-13,Delivered,911,172
920,2025-03-10,,Pending,1536,6
921,2025-02-04,,Pending,2963,697
922,2025-07-26,2025-07-31,Delivered,2552,944
923,2025-02-08,,Cancelled,2240,275
924,2025-06-27,,Cancelled,2905,243
925,2025-08-17,,Pending,1701,327
926,2024-11-05,2024-11-12,Delivered,1270,1190
927,2025-05-13,,Pending,2058,1061
928,2025-09-13,2025-09-17,Delivered,681,1134
929,2025-06-25,,Cancelled,594,700
930,2025-04-27,,Cancelled,2638,892
931,2025-01-31,,Pending,359,1309
932,2025-09-12,2025-09-14,Delivered,2353,373
933,2025-08-03,,Cancelled,2341,118
934,2025-03-04,,Pending,2751,1379
935,2025-05-09,,Pending,1960,1076
936,2024-12-16,,Pending,1660,1416
937,2024-10-29,2024-11-04,Delivered,258,313
938,2025-01-21,,Pending,1887,1343
939,2025-08-05,2025-08-15,Delivered,1101,1264
940,2024-10-27,2024-10-31,Delivered,1170,259
941,2025-04-08,2025-04-14,Delivered,1486,1213
942,2025-05-23,,Pending,1585,692
943,2025-01-08,,Cancelled,554,217
944,2025-06-18,,Pending,2106,1176
945,2025-09-12,,Cancelled,2261,600
946,2025-03-17,,Cancelled,1475,762
947,2024-11-07,,Cancelled,1808,438
948,2025-01-26,,Cancelled,2927,918
949,2025-01-05,,Cancelled,2100,1352
950,2024-12-23,,Cancelled,984,918
951,2024-10-14,,Pending,2135,201
952,2025-06-14,2025-06-17,Delivered,2647,682
953,2025-09-09,2025-09-18,Delivered,846,716
954,2025-09-18,,Cancelled,2373,1036
955,2024-11-13,2024-11-22,Delivered,2105,256
956,2025-01-09,,Cancelled,625,1314
957,2024-11-25,2024-12-05,Delivered,1434,1151
958,2025-06-15,,Cancelled,2695,910
959,2025-05-27,2025-06-04,Delivered,1019,687
960,2024-10-14,,Cancelled,1660,251
961,2025-08-17,,Cancelled,904,1160
962,2024-12-05,2024-12-07,Delivered,549,978
963,2025-02-05,2025-02-09,Delivered,2601,1129
964,2024-10-30,2024-11-09,Delivered,1890,1343
965,2025-08-20,2025-08-24,Delivered,1198,1193
966,2025-08-29,,Cancelled,1498,275
967,2024-10-04,2024-10-13,Delivered,2169,276
968,2025-05-18,,Cancelled,643,1025
969,2025-01-11,2025-01-18,Delivered,1081,596
970,2025-09-25,,Cancelled,2973,963
971,2025-05-28,2025-05-31,Delivered,722,765
972,2025-01-11,2025-01-13,Delivered,770,717
973,2025-01-30,2025-02-06,Delivered,2568,564
974,2025-01-15,,Cancelled,1346,55
975,2025-04-20,,Cancelled,2382,989
976,2025-01-23,,Cancelled,2459,1191
977,2025-02-17,2025-02-25,Delivered,1812,1417
978,2025-05-18,2025-05-28,Delivered,268,1008
979,2025-08-10,2025-08-14,Delivered,2642,1494
980,2025-09-14,2025-09-23,Delivered,964,1079
981,2024-11-05,2024-11-13,Delivered,1305,1258
982,2025-02-25,,Cancelled,2123,354
983,2025-08-10,2025-08-12,Delivered,2838,1082
984,2025-07-03,2025-07-10,Delivered,2987,11
985,2025-01-20,2025-01-27,Delivered,462,1269
986,2024-10-22,2024-10-25,Delivered,2310,907
987,2025-04-08,2025-04-17,Delivered,1085,204
988,2025-06-29,,Cancelled,1570,536
989,2024-12-20,,Pending,2834,1383
990,2025-05-29,,Cancelled,376,811
991,2024-12-21,,Pending,286,1244
992,2024-12-19,2024-12-25,Delivered,2008,1266
993,2024-12-23,,Pending,1322,373
994,2025-06-24,,Pending,1288,704
995,2025-01-05,,Cancelled,2343,1109
996,2025-02-28,,Pending,30,277
997,2024-10-21,,Pending,236,268
998,2024-10-26,,Pending,2925,1045
999,2025-01-16,2025-01-25,Delivered,2110,671
1000,2024-12-29,2024-12-31,Delivered,1786,255
1001,2024-10-30,,Cancelled,1704,597
1002,2024-10-30,,Cancelled,2255,285
1003,2025-04-13,,Pending,1355,1038
1004,2024-10-29,,Cancelled,1910,319
1005,2025-07-03,,Cancelled,2450,1050
1006,2025-06-22,2025-07-01,Delivered,2444,842
1007,2025-01-21,2025-01-28,Delivered,1796,864
1008,2025-08-23,2025-09-02,Delivered,1265,964
1009,2025-02-20,,Pending,867,363
1010,2024-11-24,2024-11-27,Delivered,168,158
1011,2025-09-17,2025-09-22,Delivered,1491,1314
1012,2025-09-28,,Pending,267,518
1013,2025-01-05,2025-01-12,Delivered,381,79
1014,2025-01-29,2025-02-01,Delivered,62,1072
1015,2025-01-05,2025-01-09,Delivered,2894,1485
1016,2025-05-02,,Pending,38,1088
1017,2025-07-17,2025-07-26,Delivered,648,652
1018,2025-03-11,2025-03-13,Delivered,1334,609
1019,2024-11-26,2024-11-28,Delivered,368,1497
1020,2024-10-13,,Cancelled,970,621
1021,2024-10-21,,Pending,1272,619
1022,2025-08-14,,Cancelled,2373,1303
1023,2025-03-04,,Pending,691,218
1024,2025-03-22,2025-04-01,Delivered,1945,1242
1025,2025-05-20,2025-05-29,Delivered,926,1156
1026,2025-06-13,2025-06-23,Delivered,2098,1468
1027,2025-08-10,,Cancelled,1444,1072
1028,2025-09-26,,Pending,902,775
1029,2025-04-26,,Pending,2697,384
1030,2025-08-12,2025-08-16,Delivered,1547,1020
1031,2025-07-22,2025-07-30,Delivered,2091,37
1032,2024-11-09,2024-11-11,Delivered,1460,338
1033,2025-08-05,,Cancelled,2369,804
1034,2025-06-13,,Cancelled,667,1413
1035,2025-01-16,,Cancelled,946,90
1036,2025-08-19,2025-08-27,Delivered,1921,241
1037,2024-10-20,,Cancelled,485,889
1038,2025-01-11,,Pending,1570,332
1039,2025-09-14,,Pending,1047,857
1040,2025-06-11,2025-06-19,Delivered,818,70
1041,2024-12-31,2025-01-08,Delivered,439,504
1042,2025-01-12,2025-01-14,Delivered,1699,584
1043,2024-11-10,,Cancelled,555,1434
1044,2025-02-07,2025-02-10,Delivered,375,1350
1045,2025-07-17,2025-07-22,Delivered,1587,378
1046,2025-07-27,2025-08-06,Delivered,1201,724
1047,2025-07-30,2025-08-06,Delivered,1092,874
1048,2025-08-05,2025-08-11,Delivered,412,83
1049,2025-01-05,2025-01-12,Delivered,673,1345
1050,2025-03-20,,Pending,2007,1067
1051,2025-07-09,2025-07-19,Delivered,2931,1318
1052,2024-10-05,,Cancelled,1729,1368
1053,2025-04-24,2025-04-28,Delivered,1137,203
1054,2025-04-24,2025-05-02,Delivered,62,942
1055,2025-09-09,,Cancelled,2055,1409
1056,2024-11-04,,Cancelled,874,828
1057,2025-04-07,,Pending,1079,1062
1058,2024-12-17,2024-12-26,Delivered,966,624
1059,2025-02-23,,Pending,2560,814
1060,2025-02-20,,Cancelled,2265,785
1061,2025-03-19,,Cancelled,2259,107
1062,2025-06-26,2025-06-29,Delivered,1489,510
1063,2025-03-20,2025-03-30,Delivered,2317,812
1064,2025-07-05,2025-07-11,Delivered,450,338
1065,2025-07-17,2025-07-20,Delivered,1789,1335
1066,2025-07-08,,Cancelled,2795,1266
1067,2025-04-25,2025-04-28,Delivered,2480,396
1068,2025-08-26,,Cancelled,89,173
1069,2025-09-21,2025-09-28,Delivered,28,1011
1070,2025-07-31,2025-08-07,Delivered,569,73
1071,2024-10-11,2024-10-15,Delivered,705,969
1072,2025-03-06,,Cancelled,896,1063
1073,2025-06-09,2025-06-16,Delivered,1329,486
1074,2025-05-04,2025-05-10,Delivered,2877,579
1075,2025-07-24,,Cancelled,504,1436
1076,2025-08-28,,Cancelled,184,1446
1077,2025-07-02,2025-07-10,Delivered,2570,420
1078,2025-07-28,2025-08-02,Delivered,2875,384
1079,2025-01-15,,Cancelled,2735,957
1080,2025-09-02,2025-09-10,Delivered,2264,96
1081,2025-01-24,2025-02-02,Delivered,207,259
1082,2024-11-26,,Pending,2867,413
1083,2025-07-08,,Pending,768,1333
1084,2025-05-18,,Pending,494,991
1085,2025-01-29,,Pending,350,1497
1086,2025-06-07,,Pending,1188,1037
1087,2025-08-07,,Cancelled,104,1111
1088,2025-05-14,2025-05-24,Delivered,818,1354
1089,2025-06-19,2025-06-27,Delivered,2862,186
1090,2025-08-14,2025-08-19,Delivered,1442,923
1091,2025-06-10,2025-06-14,Delivered,1593,876
1092,2025-07-05,2025-07-13,Delivered,1432,989
1093,2024-12-24,,Pending,1496,798
1094,2025-05-19,,Pending,411,97
1095,2024-10-07,2024-10-15,Delivered,2267,1052
1096,2025-07-13,,Cancelled,258,747
1097,2024-12-29,,Pending,1755,767
1098,2025-03-01,2025-03-07,Delivered,262,1290
1099,2025-05-18,2025-05-22,Delivered,1688,646
1100,2024-12-11,2024-12-17,Delivered,1025,101
1101,2024-11-23,2024-11-25,Delivered,2178,352
1102,2025-04-26,,Cancelled,80,109
1103,2025-07-02,2025-07-09,Delivered,1863,483
1104,2025-09-25,,Cancelled,1844,904
1105,2025-08-15,,Pending,113,943
1106,2025-05-27,2025-05-30,Delivered,2754,822
1107,2024-10-21,,Cancelled,1055,480
1108,2025-02-27,2025-03-09,Delivered,1481,220
1109,2025-09-28,,Pending,725,569
1110,2024-10-12,,Pending,2226,552
1111,2024-11-04,,Cancelled,2606,854
1112,2025-02-22,,Cancelled,1332,477
1113,2025-05-31,,Pending,655,1420
1114,2024-12-11,,Pending,294,1009
1115,2025-01-09,,Pending,1117,414
1116,2025-07-16,,Cancelled,1617,326
1117,2025-01-03,2025-01-06,Delivered,1823,1004
1118,2025-02-28,,Pending,1596,1296
1119,2025-03-22,,Pending,2497,833
1120,2025-02-11,2025-02-16,Delivered,83,110
1121,2025-04-06,2025-04-14,Delivered,986,44
1122,2025-03-29,2025-04-06,Delivered,1335,697
1123,2024-10-31,2024-11-06,Delivered,395,19
1124,2024-12-31,2025-01-03,Delivered,506,883
1125,2025-04-09,,Cancelled,64,166
1126,2025-07-08,2025-07-11,Delivered,1311,706
1127,2025-07-16,,Cancelled,2401,1080
1128,2025-01-26,,Pending,61,634
1129,2025-08-20,2025-08-27,Delivered,123,1395
1130,2025-07-18,2025-07-27,Delivered,230,794
1131,2024-12-15,,Cancelled,2772,896
1132,2025-09-03,,Pending,1673,601
1133,2024-12-06,,Cancelled,1504,1110
1134,2024-11-10,2024-11-19,Delivered,968,1064
1135,2024-10-25,,Pending,1126,685
1136,2025-03-16,2025-03-22,Delivered,807,430
1137,2025-03-26,,Pending,1412,1056
1138,2025-02-08,,Cancelled,772,624
1139,2024-12-26,2025-01-01,Delivered,1301,55
1140,2025-09-13,,Pending,1494,1349
1141,2024-10-24,,Cancelled,577,1461
1142,2025-03-03,2025-03-06,Delivered,258,1038
1143,2024-10-14,2024-10-20,Delivered,301,817
1144,2025-01-07,2025-01-12,Delivered,902,46
1145,2025-07-11,,Cancelled,2365,480
1146,2025-01-06,2025-01-14,Delivered,393,816
1147,2025-03-05,2025-03-11,Delivered,2150,51
1148,2025-07-05,,Pending,267,1208
1149,2024-10-30,,Cancelled,2510,1379
1150,2025-03-05,2025-03-11,Delivered,1499,177
1151,2025-05-27,,Cancelled,2895,1141
1152,2025-02-23,,Pending,2605,113
1153,2024-12-23,,Cancelled,2790,1429
1154,2025-08-29,,Pending,1680,344
1155,2025-05-21,2025-05-28,Delivered,1165,78
1156,2025-07-19,2025-07-25,Delivered,1778,334
1157,2024-12-11,2024-12-17,Delivered,1379,600
1158,2025-01-10,,Cancelled,1252,1427
1159,2024-11-22,2024-11-29,Delivered,2722,426
1160,2025-04-15,,Pending,616,177
1161,2024-10-17,,Pending,2424,1280
1162,2024-12-22,2024-12-24,Delivered,1143,292
1163,2025-07-02,,Cancelled,1069,67
1164,2025-08-10,,Pending,1978,1204
1165,2025-04-12,2025-04-16,Delivered,22,740
1166,2025-06-14,2025-06-18,Delivered,200,465
1167,2024-10-10,2024-10-17,Delivered,2659,475
1168,2025-06-14,,Pending,1279,1307
1169,2025-07-26,,Pending,2459,1106
1170,2025-08-03,,Cancelled,1786,742
1171,2025-01-21,2025-01-25,Delivered,1339,396
1172,2025-08-17,,Cancelled,1365,909
1173,2025-05-04,,Cancelled,971,288
1174,2025-01-09,,Pending,2634,971
1175,2025-07-30,2025-08-08,Delivered,1506,806
1176,2024-10-21,2024-10-27,Delivered,2226,1430
1177,2025-09-01,2025-09-06,Delivered,74,949
1178,2025-03-13,,Cancelled,2722,241
1179,2025-03-29,2025-04-05,Delivered,354,1464
1180,2025-08-23,,Pending,1951,441
1181,2024-10-26,2024-10-29,Delivered,1890,115
1182,2025-02-17,2025-02-23,Delivered,905,1060
1183,2024-12-30,2025-01-06,Delivered,1654,1155
1184,2025-02-07,,Cancelled,2794,278
1185,2025-01-25,2025-02-02,Delivered,2130,329
1186,2025-06-17,,Pending,811,232
1187,2024-11-24,2024-11-26,Delivered,1840,310
1188,2025-01-29,2025-01-31,Delivered,2231,1352
1189,2025-05-02,,Cancelled,221,592
1190,2024-10-09,2024-10-13,Delivered,245,366
1191,2025-04-06,2025-04-12,Delivered,2389,1213
1192,2024-12-18,,Cancelled,1144,654
1193,2025-07-07,2025-07-14,Delivered,1067,670
1194,2025-07-03,,Pending,1288,763
1195,2025-02-11,2025-02-20,Delivered,677,1469
1196,2025-05-18,,Cancelled,2534,901
1197,2025-06-10,,Pending,2286,742
1198,2025-05-16,2025-05-24,Delivered,847,740
1199,2025-08-01,2025-08-03,Delivered,975,1226
1200,2025-02-07,2025-02-14,Delivered,490,819
1201,2025-05-16,,Cancelled,374,1453
1202,2025-03-23,2025-04-01,Delivered,16,695
1203,2025-03-15,,Pending,764,1427
1204,2024-12-07,,Cancelled,1605,1470
1205,2025-06-05,,Pending,2602,482
