order_id,order_date,status,total_amount,customer_id
673,2024-11-11,Pending,852.29,894
674,2025-02-06,Cancelled,1020.23,428
675,2025-01-11,Delivered,3139.74,630
676,2024-12-27,Pending,508.93,909
677,2025-01-03,Cancelled,224.23,659
678,2025-08-05,Delivered,4403.21,319
679,2025-03-20,Delivered,1048.01,182
680,2025-02-14,Cancelled,739.25,363
681,2025-02-26,Pending,771.78,680
682,2025-02-12,Cancelled,1977.07,509
683,2025-01-17,Cancelled,2603.98,871
684,2025-04-20,Delivered,4271.95,632
685,2025-05-10,Delivered,3190.97,556
686,2025-03-12,Cancelled,3367.79,697
687,2024-10-14,Pending,2201.62,841
688,2024-11-21,Delivered,2244.56,824
689,2025-02-15,Delivered,234.94,548
690,2025-01-26,Pending,1514.22,764
691,2024-11-19,Delivered,1663.92,225
692,2025-08-25,Cancelled,697.69,969
693,2024-11-06,Delivered,4524.79,414
694,2025-01-04,Cancelled,3190.47,784
695,2025-08-01,Delivered,1330.69,732
696,2024-10-16,Delivered,2245.9,835
697,2025-06-08,Pending,4559.11,9
698,2025-03-28,Pending,4823.53,549
699,2024-11-27,Delivered,3364.59,519
700,2024-11-24,Pending,107.23,315
701,2025-09-24,Pending,2564.33,130
702,2025-05-12,Cancelled,3832.6,656
703,2025-04-17,Delivered,3851.06,93
704,2025-06-25,Delivered,2525.22,118
705,2025-07-11,Cancelled,690.48,497
706,2025-05-09,Pending,4684.39,84
707,2024-11-27,Delivered,1650.41,846
708,2025-02-22,Delivered,4360.69,498
709,2024-11-17,Pending,2092.53,223
710,2024-12-05,Cancelled,2436.96,204
711,2025-07-13,Cancelled,3863.46,987
712,2024-10-31,Pending,3174.73,742
713,2025-09-04,Cancelled,3766.1,446
714,2024-12-15,Cancelled,4938.92,810
715,2025-09-12,Pending,2066.68,490
716,2025-09-18,Delivered,4480.61,169
717,2024-12-27,Delivered,3277.38,140
718,2025-02-01,Cancelled,1528.45,544
719,2025-09-25,Delivered,3433.62,247
720,2025-03-17,Cancelled,435.63,749
721,2025-06-19,Cancelled,1413.17,114
722,2025-08-19,Delivered,4539.73,219
723,2025-01-30,Cancelled,3813.84,894
724,2025-03-15,Delivered,973.31,901
725,2025-08-06,Cancelled,4530.76,660
726,2025-09-12,Cancelled,3349.89,201
727,2025-08-10,Cancelled,3674.47,630
728,2024-10-06,Delivered,1281.67,110
729,2025-02-27,Delivered,1879.46,805
730,2024-12-06,Delivered,304.62,935
731,2025-07-06,Cancelled,3499.06,612
732,2025-01-16,Delivered,1804.95,505
733,2024-11-20,Pending,2685.98,580
734,2024-10-09,Delivered,2033.51,166
735,2025-03-12,Pending,3841.63,232
736,2025-01-19,Delivered,4147.92,544
737,2025-05-26,Pending,3865.04,989
738,2025-09-08,Pending,773.53,983
739,2025-02-27,Cancelled,1926.2,370
740,2024-12-21,Delivered,2627.38,398
741,2025-08-28,Delivered,1013.9,152
742,2025-05-10,Pending,3899.64,459
743,2025-09-10,Delivered,294.4,282
744,2024-10-18,Pending,4793.71,19
745,2024-11-30,Cancelled,4167.53,605
746,2025-06-13,Cancelled,3039.16,950
747,2025-01-31,Delivered,1177.15,457
748,2024-11-29,Delivered,2544.16,959
749,2024-10-18,Pending,602.89,626
750,2025-07-12,Cancelled,3382.37,809
751,2025-06-06,Cancelled,1916.32,658
752,2024-09-30,Pending,856.95,780
753,2025-07-21,Cancelled,2691.12,815
754,2025-04-03,Pending,4087.5,950
755,2025-04-14,Cancelled,2818.12,487
756,2025-07-23,Delivered,2689.5,64
757,2025-06-15,Cancelled,4632.15,566
758,2025-02-13,Pending,299.23,442
759,2025-01-25,Cancelled,4128.37,423
760,2025-06-23,Pending,3601.83,236
761,2024-12-19,Cancelled,3421.85,83
762,2025-05-09,Cancelled,2276.42,59
763,2025-03-28,Delivered,1587.56,474
764,2024-12-03,Delivered,3592.54,216
765,2025-01-19,Delivered,678.39,462
766,2025-08-17,Delivered,1009.06,546
767,2025-08-17,Pending,282.4,507
768,2025-08-02,Cancelled,1820.31,508
769,2024-11-08,Delivered,2734.27,213
770,2025-02-03,Pending,4262.88,153
771,2025-08-16,Delivered,4356.79,939
772,2025-07-28,Cancelled,2537.06,390
773,2025-01-08,Cancelled,4518.63,699
774,2025-05-20,Pending,2364.41,335
775,2025-06-23,Delivered,1921.25,72
776,2024-12-20,Pending,323.37,676
777,2025-06-18,Cancelled,2583.35,665
778,2024-12-10,Delivered,3732.41,734
779,2024-12-21,Cancelled,2832.02,910
780,2025-05-07,Cancelled,4390.28,23
781,2025-06-04,Delivered,1940.15,380
782,2024-11-21,Delivered,1519.41,597
783,2025-06-05,Delivered,2315.47,892
784,2025-05-20,Cancelled,2075.11,219
785,2024-10-10,Pending,3444.33,130
786,2025-08-17,Delivered,802.63,925
787,2025-07-29,Cancelled,684.27,299
788,2025-09-10,Cancelled,993.7,39
789,2024-11-09,Cancelled,642.75,648
790,2025-09-05,Pending,2477.22,449
791,2025-05-14,Pending,1013.71,336
792,2025-05-22,Cancelled,491.15,879
793,2025-05-19,Delivered,3208.94,510
794,2025-05-26,Delivered,413.06,703
795,2024-10-05,Pending,3677.09,95
796,2024-12-23,Pending,1029.86,749
797,2024-11-24,Cancelled,541.52,499
798,2025-08-12,Cancelled,3456.42,421
799,2024-12-12,Delivered,3175.31,405
800,2025-05-01,Delivered,1142.68,185
801,2025-05-10,Delivered,3274.1,754
802,2025-07-19,Pending,4694.22,8
803,2025-04-04,Pending,590.71,789
804,2024-12-16,Pending,3348.72,419
805,2025-08-31,Delivered,2628.65,818
806,2025-03-17,Cancelled,925.15,925
807,2025-02-21,Cancelled,2471.67,208
808,2025-05-09,Pending,1957.3,973
809,2025-08-10,Cancelled,116.78,947
810,2025-08-21,Cancelled,3210.3,919
811,2025-01-03,Delivered,3014.07,76
812,2024-11-15,Pending,1291.76,314
813,2024-10-24,Delivered,1542.55,980
814,2024-10-19,Pending,3274.53,975
815,2025-04-15,Cancelled,191.41,462
816,2024-11-16,Delivered,4798.4,590
817,2024-12-27,Pending,2456.49,320
818,2025-03-27,Cancelled,1407.24,863
819,2025-02-17,Delivered,2647.32,896
820,2025-02-16,Cancelled,4644.64,572
821,2025-07-28,Pending,3730.91,768
822,2024-11-19,Pending,4833.58,946
823,2025-03-21,Cancelled,4907.72,427
824,2025-04-26,Cancelled,768.33,231
825,2025-06-29,Delivered,2306.53,500
826,2025-06-28,Pending,2309.01,162
827,2025-07-25,Delivered,2105.17,337
828,2025-08-31,Pending,4566.69,908
829,2025-09-28,Cancelled,4562.81,657
830,2025-05-22,Delivered,1270.62,456
831,2024-10-01,Cancelled,2688.93,151
832,2025-05-10,Cancelled,2020.61,525
833,2025-05-04,Cancelled,1410.95,204
834,2025-08-16,Cancelled,3407.14,708
835,2024-11-17,Delivered,2091.84,695
836,2024-12-27,Pending,2777.21,205
837,2025-07-27,Delivered,4290.29,372
838,2025-04-20,Cancelled,165.6,93
839,2025-05-28,Delivered,4286.26,522
840,2025-09-13,Delivered,2712.77,678
841,2025-08-22,Delivered,740.65,546
842,2025-05-27,Pending,2466.96,727
843,2025-05-28,Delivered,1332.52,866
844,2025-04-28,Pending,296.74,711
845,2025-05-26,Delivered,915.81,614
846,2025-09-16,Delivered,2476.55,230
847,2025-03-18,Cancelled,1143.41,303
848,2025-07-04,Pending,2639.79,977
849,2024-11-06,Cancelled,434.19,725
850,2025-03-02,Delivered,2851.52,77
851,2025-09-27,Cancelled,1890.82,869
852,2025-04-30,Delivered,2445.95,584
853,2024-11-03,Delivered,4998.89,756
854,2025-05-20,Cancelled,2087.36,516
855,2025-04-30,Delivered,856.03,625
856,2024-10-10,Pending,4629.25,215
857,2025-02-09,Pending,4789.39,636
858,2024-09-28,Pending,3906.95,221
859,2025-07-21,Pending,3709.99,382
860,2025-06-15,Delivered,4070.69,620
861,2025-02-08,Delivered,3773.88,999
862,2025-04-04,Delivered,2848.72,858
863,2025-08-11,Delivered,107.94,841
864,2025-01-15,Pending,2996.18,160
865,2025-07-08,Pending,2054.07,758
866,2025-04-01,Delivered,2080.46,835
867,2025-09-01,Pending,1022.71,748
868,2025-09-07,Cancelled,3066.71,77
869,2024-10-01,Cancelled,1405.76,1000
870,2024-11-01,Cancelled,2431.54,90
871,2025-06-03,Pending,4595.4,91
872,2025-05-04,Pending,2733.81,349
873,2024-12-10,Delivered,4150.34,401
874,2024-11-25,Delivered,2208.2,748
875,2025-06-11,Pending,1546.77,479
876,2024-12-15,Cancelled,4772.29,231
877,2025-01-12,Delivered,3894.47,160
878,2024-12-11,Cancelled,2322.97,912
879,2025-01-05,Delivered,2157.97,699
880,2025-05-20,Pending,2985.43,88
881,2025-04-29,Delivered,4623.84,69
882,2025-06-28,Pending,546.84,35
883,2024-12-16,Cancelled,3013.13,971
884,2025-07-07,Delivered,1331.94,707
885,2025-07-09,Pending,2971.88,332
886,2025-05-26,Cancelled,1839.46,894
887,2025-01-23,Cancelled,3034.66,162
888,2024-12-19,Cancelled,1277.14,80
889,2025-05-19,Delivered,1964.57,400
890,2025-08-14,Pending,3446.79,681
891,2025-02-15,Cancelled,307.19,40
892,2025-09-03,Cancelled,4908.72,752
893,2025-03-31,Pending,4639.19,142
894,2024-11-13,Delivered,1677.11,766
895,2025-09-06,Cancelled,2515.36,269
896,2025-04-09,Cancelled,1955.59,624
897,2025-05-21,Cancelled,3831.6,354
898,2025-02-23,Delivered,1145.7,686
899,2025-04-17,Pending,4440.34,533
900,2025-04-07,Delivered,3369.74,841
901,2025-08-01,Delivered,321.74,9
902,2025-06-17,Pending,1830.43,387
903,2025-06-14,Delivered,1731.51,947
904,2025-06-18,Cancelled,4913.62,33
905,2024-11-29,Pending,3548.11,30
906,2025-08-22,Delivered,2628.48,64
907,2024-11-03,Pending,2661.31,518
908,2025-04-24,Delivered,3334.66,216
909,2025-07-28,Pending,1121.65,700
910,2025-03-01,Pending,1150.7,65
911,2025-04-21,Delivered,4296.34,235
912,2025-07-22,Pending,2491.86,960
913,2024-12-02,Delivered,4022.78,38
914,2025-03-28,Delivered,1985.48,964
915,2025-01-09,Delivered,2661.39,686
916,2025-05-09,Cancelled,1657.35,649
917,2025-08-21,Pending,3189.51,390
918,2025-04-28,Pending,4242.37,199
919,2025-05-12,Cancelled,729.6,648
920,2024-11-06,Delivered,4425.3,3
921,2025-03-06,Pending,4529.74,673
922,2025-06-08,Delivered,223.13,85
923,2025-01-10,Pending,4111.01,821
924,2024-10-10,Cancelled,1124.51,163
925,2024-12-07,Delivered,942.4,366
926,2025-01-04,Delivered,4612.53,805
927,2024-11-28,Cancelled,4106.91,988
928,2024-10-29,Cancelled,3788.54,171
929,2025-04-12,Cancelled,2356.52,711
930,2025-07-17,Delivered,3186.97,781
931,2025-02-17,Delivered,3213.37,420
932,2024-11-13,Delivered,379.94,240
933,2025-03-20,Pending,257.01,27
934,2025-05-19,Cancelled,982.59,962
935,2025-03-09,Cancelled,4935.24,899
936,2025-08-05,Cancelled,4934.23,539
937,2025-06-27,Cancelled,4982.13,771
938,2025-01-25,Pending,3369.76,639
939,2024-12-15,Pending,2173.94,237
940,2025-01-03,Cancelled,2181.59,661
941,2024-10-30,Pending,3810.43,421
942,2025-04-19,Delivered,3672.46,700
943,2025-04-11,Cancelled,2159.15,475
944,2024-11-09,Pending,913.31,600
945,2025-08-11,Pending,484.32,375
946,2024-10-07,Pending,159.9,449
947,2025-04-02,Cancelled,4221.9,293
948,2024-12-15,Pending,4238.46,280
949,2025-05-06,Pending,144.47,648
950,2025-09-02,Pending,4957.24,509
951,2025-07-15,Pending,581.65,68
952,2025-05-05,Pending,1223.3,736
953,2025-07-12,Cancelled,1165.51,361
954,2025-06-11,Pending,2833.64,47
955,2025-01-17,Delivered,3462.15,774
956,2025-02-13,Cancelled,1526.51,803
957,2025-08-26,Cancelled,527.27,332
958,2024-10-22,Pending,1234.87,485
959,2025-01-23,Delivered,1246.11,62
960,2024-10-27,Pending,2410.31,816
961,2025-08-14,Pending,888.87,146
962,2025-05-23,Delivered,342.07,929
963,2025-02-25,Pending,326.53,337
964,2025-05-12,Pending,417.62,651
965,2025-05-13,Delivered,1519.3,187
966,2025-05-13,Delivered,2822.46,904
967,2025-08-25,Pending,4332.27,158
968,2025-04-24,Delivered,3752.05,199
969,2024-11-17,Delivered,3792.15,513
970,2024-10-07,Cancelled,1618.04,488
971,2025-03-12,Pending,2868.77,513
972,2025-09-12,Delivered,2061.25,383
973,2025-09-08,Cancelled,1568.91,507
974,2025-09-23,Cancelled,4044.47,671
975,2025-01-14,Delivered,2636.42,44
976,2025-09-05,Cancelled,873.36,906
977,2025-06-14,Cancelled,4909.87,721
978,2024-11-29,Delivered,4486.63,401
979,2025-01-04,Cancelled,4499.16,830
980,2025-03-24,Pending,3010.37,490
981,2025-04-17,Pending,1836.56,91
982,2025-05-23,Delivered,3651.03,791
983,2025-04-12,Pending,303.9,591
984,2025-04-13,Pending,2219.41,702
985,2025-03-10,Pending,2169.34,157
986,2025-04-11,Pending,3668.48,804
987,2024-11-17,Pending,409.78,886
988,2024-09-29,Pending,2046.51,54
989,2024-10-29,Pending,1985.35,527
990,2024-12-23,Cancelled,4090.3,84
991,2025-05-31,Delivered,2663.87,976
992,2025-02-02,Cancelled,2540.96,455
993,2025-04-04,Cancelled,1822.41,59
994,2025-09-08,Delivered,4508.67,105
995,2025-06-09,Cancelled,4954.97,870
996,2024-12-13,Delivered,2331.27,302
997,2024-12-04,Delivered,369.6,512
998,2025-06-29,Delivered,1601.64,957
999,2024-12-06,Pending,4204.09,680
1000,2025-06-30,Pending,4900.53,936
1001,2025-06-06,Pending,4098.46,358
1002,2025-01-13,Cancelled,4962.29,670
1003,2025-07-27,Cancelled,2703.2,605
1004,2025-04-24,Delivered,4924.06,658
1005,2025-05-09,Delivered,2511.82,524
1006,2025-02-05,Pending,1596.19,486
1007,2024-12-27,Delivered,1967.46,785
1008,2025-07-21,Pending,4200.1,731
1009,2025-04-03,Pending,4140.49,330
1010,2025-07-05,Cancelled,3156.94,946
1011,2024-12-31,Pending,4509.31,374
1012,2025-08-08,Cancelled,4217.59,180
1013,2024-11-27,Delivered,3579.9,220
1014,2025-04-21,Pending,3689.97,474
1015,2024-10-29,Delivered,1544.42,140
1016,2025-05-09,Pending,1932.45,522
1017,2025-04-11,Pending,796.9,74
1018,2025-03-08,Delivered,4635.24,773
1019,2025-09-04,Cancelled,752.92,624
1020,2024-10-16,Pending,3957.96,295
1021,2025-06-18,Delivered,1035.18,846
1022,2025-04-15,Delivered,3946.4,57
1023,2025-01-16,Pending,4382.57,437
1024,2025-04-29,Delivered,809.86,523
1025,2024-11-05,Pending,1292.28,382
1026,2025-02-12,Pending,4626.82,532
1027,2025-09-23,Pending,1562.39,519
1028,2024-11-15,Cancelled,657.97,838
1029,2024-12-18,Pending,4072.96,481
1030,2025-03-11,Cancelled,4039.26,669
1031,2025-04-15,Delivered,288.11,33
1032,2025-08-08,Delivered,4950.64,295
1033,2025-09-04,Pending,831.36,635
1034,2025-08-03,Pending,3532.44,7
1035,2025-06-24,Delivered,4529.32,162
1036,2025-03-15,Delivered,3605.85,192
1037,2025-01-31,Delivered,4181.53,312
1038,2024-10-30,Pending,431.34,700
1039,2025-07-24,Delivered,1474.24,401
1040,2024-12-22,Cancelled,1147.53,992
1041,2025-03-31,Delivered,3411.79,88
1042,2025-08-04,Cancelled,466.58,343
1043,2024-09-29,Cancelled,1918.66,459
1044,2025-07-07,Delivered,1486.55,514
1045,2024-12-06,Pending,2090.19,100
1046,2025-09-16,Delivered,3710.95,71
1047,2025-02-07,Pending,2098.56,248
1048,2024-10-15,Pending,4348.45,106
1049,2025-06-13,Cancelled,2327.3,10
1050,2024-11-01,Delivered,903.94,149
1051,2025-02-04,Pending,2207.44,115
1052,2025-07-23,Delivered,2210.79,861
1053,2024-12-16,Pending,2947.02,287
1054,2025-06-02,Delivered,143.5,63
1055,2025-03-03,Cancelled,2276.44,460
1056,2025-01-16,Pending,2141.94,324
1057,2024-10-18,Delivered,3849.3,200
1058,2024-10-02,Cancelled,1828.73,413
1059,2025-03-30,Cancelled,4944.57,318
1060,2025-08-05,Cancelled,2083.83,632
1061,2025-04-23,Delivered,4363.87,824
1062,2025-02-05,Pending,925.4,314
1063,2025-09-06,Cancelled,4765.68,562
1064,2025-02-06,Delivered,3223.52,968
1065,2024-11-17,Cancelled,1674.61,733
1066,2025-04-22,Pending,618.52,382
1067,2025-05-06,Cancelled,3500.82,681
1068,2024-12-04,Delivered,453.59,620
1069,2024-11-30,Pending,3275.76,997
1070,2024-11-10,Pending,3237.38,649
1071,2025-05-05,Delivered,3575.92,156
1072,2024-10-29,Delivered,4155.4,381
1073,2025-06-07,Pending,4929.03,243
1074,2025-01-18,Delivered,349.33,969
1075,2025-09-21,Delivered,3164.94,266
1076,2025-04-19,Delivered,1390.19,4
1077,2025-03-21,Delivered,3332.97,438
1078,2025-09-06,Delivered,1143.11,152
1079,2025-01-03,Delivered,3875.26,780
1080,2024-11-27,Cancelled,2407.59,636
1081,2025-02-25,Delivered,2361.33,483
1082,2025-09-06,Delivered,3973.18,861
1083,2025-05-30,Delivered,4450.38,614
1084,2025-05-13,Pending,3725.81,764
1085,2024-11-11,Delivered,1105.82,870
1086,2025-09-07,Delivered,4585.48,324
1087,2025-08-20,Cancelled,1296.09,755
1088,2025-07-15,Cancelled,976.74,189
1089,2024-12-15,Delivered,3635.45,945
1090,2025-09-04,Delivered,196.58,320
1091,2024-12-31,Pending,238.02,67
1092,2025-09-25,Cancelled,3533.75,56
1093,2025-01-27,Pending,4332.09,800
1094,2025-08-24,Delivered,3448.55,710
1095,2024-12-26,Cancelled,2327.72,987
1096,2025-03-09,Pending,2611.55,158
1097,2025-02-21,Cancelled,2110.46,343
1098,2025-07-08,Pending,4810.28,947
1099,2025-05-05,Delivered,950.12,765
1100,2025-05-22,Cancelled,1764.28,852
1101,2025-08-14,Pending,1323.11,337
1102,2024-11-16,Delivered,4764.24,357
1103,2025-09-04,Cancelled,543.33,800
1104,2025-03-24,Cancelled,4569.45,49
1105,2025-08-21,Cancelled,2051.6,250
1106,2025-08-01,Delivered,444.7,929
1107,2025-04-20,Pending,668.67,532
1108,2025-08-28,Pending,2723.39,548
1109,2025-07-02,Delivered,1325.11,220
1110,2025-09-19,Delivered,4992.57,407
1111,2025-06-08,Delivered,4793.29,347
1112,2025-08-16,Delivered,2907.29,478
1113,2025-02-01,Pending,2114.04,79
1114,2024-10-10,Delivered,2489.39,544
1115,2025-05-10,Pending,4600.15,905
1116,2025-02-12,Delivered,1122.05,794
1117,2025-07-01,Cancelled,2916.73,89
1118,2024-12-28,Pending,4160.78,230
1119,2025-04-09,Cancelled,629.32,661
1120,2025-03-19,Pending,4716.15,632
1121,2025-05-08,Cancelled,1418.43,99
1122,2025-09-17,Pending,2339.31,548
1123,2024-10-05,Pending,960.62,610
1124,2024-10-26,Cancelled,461.23,131
1125,2024-10-26,Cancelled,2487.81,645
1126,2025-03-05,Pending,2730.2,373
1127,2025-06-11,Pending,4819.3,305
1128,2025-04-18,Delivered,1877.69,868
1129,2024-11-14,Pending,1897.88,724
1130,2025-05-24,Delivered,1544.86,750
1131,2025-04-05,Delivered,2952.01,612
1132,2024-11-10,Delivered,1169.66,962
1133,2025-06-09,Cancelled,1476.02,556
1134,2025-06-28,Pending,1531.94,177
1135,2025-03-16,Cancelled,1216.31,531
1136,2025-03-13,Cancelled,1601.33,906
1137,2025-09-06,Cancelled,750.1,784
1138,2024-12-07,Cancelled,4622.91,513
1139,2024-10-31,Cancelled,3917.07,323
1140,2025-09-04,Cancelled,4606.31,943
1141,2024-11-22,Delivered,524.7,673
1142,2024-11-20,Pending,364.09,859
1143,2024-10-26,Cancelled,4010.14,41
1144,2025-07-02,Cancelled,4685.35,754
1145,2025-06-27,Delivered,615.95,314
1146,2024-11-07,Cancelled,3615.38,782
1147,2025-06-22,Pending,4081.67,4
1148,2025-07-15,Pending,2500.74,786
1149,2024-11-23,Cancelled,1332.44,477
1150,2025-03-27,Cancelled,4170.22,69
1151,2024-11-02,Cancelled,3300.23,408
1152,2024-10-04,Cancelled,1158.42,187
1153,2025-09-23,Delivered,4242.8,252
1154,2025-06-20,Delivered,2700.62,984
1155,2024-12-31,Cancelled,2321.73,769
1156,2025-03-17,Cancelled,1126,190
1157,2025-01-10,Cancelled,4031.05,423
1158,2024-10-16,Delivered,1705.19,95
1159,2024-11-25,Cancelled,4730.98,597
1160,2025-03-29,Cancelled,377.83,13
1161,2025-03-05,Pending,561.2,148
1162,2024-10-05,Cancelled,2138.2,137
1163,2025-03-29,Cancelled,3199.63,434
1164,2025-07-10,Delivered,2456.78,751
1165,2024-12-10,Cancelled,3347.75,693
1166,2024-10-28,Delivered,3030.29,941
1167,2025-07-21,Cancelled,3831.59,238
1168,2024-12-03,Delivered,1055.02,591
1169,2025-02-23,Cancelled,1592.96,862
1170,2025-02-07,Delivered,2726.29,87
1171,2025-05-17,Pending,2743.02,263
1172,2024-11-09,Cancelled,2808.2,26
1173,2024-12-02,Pending,3103.03,850
1174,2025-01-20,Pending,1134.59,757
1175,2025-05-07,Cancelled,731.25,617
1176,2025-05-15,Pending,2283.36,629
1177,2025-07-16,Delivered,4929.61,430
1178,2025-09-15,Cancelled,3322.5,312
1179,2025-01-01,Delivered,4813.31,830
1180,2025-02-12,Delivered,4629.39,450
1181,2025-02-03,Cancelled,371.08,651
1182,2025-02-28,Cancelled,2993.82,113
1183,2025-06-10,Cancelled,2325.54,4
1184,2024-12-06,Delivered,3345.21,179
1185,2024-10-25,Delivered,1387.97,461
1186,2025-09-14,Delivered,1838.36,656
1187,2024-10-15,Cancelled,3713.41,871
1188,2025-04-30,Cancelled,2736.37,746
1189,2025-04-12,Pending,1913.58,579
1190,2025-03-30,Cancelled,1818.2,244
1191,2025-04-03,Cancelled,179.53,12
1192,2025-01-04,Delivered,3828.73,262
1193,2025-02-04,Pending,2693.73,149
1194,2025-08-01,Delivered,2594.05,252
1195,2025-09-28,Cancelled,3877.2,962
1196,2025-02-21,Delivered,3906.43,244
1197,2025-01-31,Cancelled,2302.91,699
1198,2024-11-04,Cancelled,2483.68,62
1199,2025-06-05,Delivered,1298.96,653
1200,2025-06-13,Pending,326.09,334
1201,2025-05-16,Pending,1907.64,489
1202,2025-09-05,Delivered,947.95,339
1203,2025-05-18,Delivered,2933.29,958
1204,2025-01-22,Delivered,584.54,568
1205,2025-09-17,Pending,1158.44,373
1206,2024-12-28,Cancelled,4997.24,119
1207,2025-09-15,Cancelled,2297.64,915
1208,2024-11-03,Pending,2724.71,314
1209,2025-07-05,Cancelled,1176.78,994
1210,2025-06-30,Pending,2388.44,335
1211,2025-03-09,Pending,124.83,659
1212,2025-01-17,Pending,3805.98,839
1213,2025-08-09,Cancelled,3571.48,449
1214,2025-09-08,Cancelled,786.27,831
1215,2025-04-16,Delivered,2308.11,643
1216,2025-09-27,Delivered,3263.72,919
1217,2025-07-27,Delivered,1400.71,154
1218,2025-02-22,Delivered,1316.29,37
1219,2025-05-03,Pending,2592.62,628
1220,2024-11-10,Pending,4819.21,182
1221,2025-03-03,Delivered,3542.77,468
1222,2025-09-04,Pending,4621.98,738
1223,2025-05-03,Cancelled,3460.51,183
1224,2025-09-08,Pending,440.81,866
1225,2025-02-25,Cancelled,3107.15,632
1226,2025-07-26,Delivered,2019.78,177
1227,2025-05-30,Cancelled,682.22,520
1228,2025-05-19,Delivered,537.26,727
1229,2024-10-26,Delivered,2633.66,880
1230,2025-07-10,Pending,1621.02,417
1231,2025-08-17,Pending,1986.47,742
1232,2025-04-27,Cancelled,2738.15,396
1233,2025-09-18,Pending,3270.97,354
1234,2025-05-20,Delivered,3354.53,160
1235,2025-05-08,Cancelled,2986.85,152
1236,2025-08-19,Cancelled,1552.12,193
1237,2025-06-11,Delivered,458.53,402
1238,2025-01-16,Pending,1262.54,453
1239,2025-05-02,Pending,109.49,573
1240,2025-02-04,Delivered,2436.84,980
1241,2024-12-08,Cancelled,1125.54,657
1242,2024-09-30,Cancelled,4893.53,845
1243,2025-02-08,Pending,1762.38,732
1244,2025-07-13,Pending,4502.67,12
1245,2025-01-28,Delivered,4882.69,277
1246,2025-04-05,Pending,761.56,507
1247,2024-11-06,Delivered,2036.57,758
1248,2025-09-01,Pending,4161.78,468
1249,2025-03-28,Cancelled,1842.57,447
1250,2025-07-05,Pending,4120.14,690
1251,2025-09-22,Pending,2058.59,658
1252,2025-04-02,Pending,3188.48,563
1253,2025-04-01,Cancelled,2903.86,723
1254,2025-07-07,Cancelled,745.53,292
1255,2025-09-25,Delivered,1112.89,745
1256,2025-08-24,Cancelled,4892.53,18
1257,2024-12-25,Delivered,2793.11,736
1258,2025-09-18,Cancelled,4574.19,101
1259,2025-05-27,Pending,4370.39,442
1260,2024-12-29,Delivered,1692.46,757
1261,2025-02-21,Delivered,4476.5,200
1262,2025-03-20,Delivered,3874.98,193
1263,2025-07-12,Cancelled,2434.31,604
1264,2025-06-26,Pending,3967.32,482
1265,2025-07-13,Cancelled,4630.52,396
1266,2025-06-27,Cancelled,2902.65,62
1267,2025-03-24,Pending,2620.58,268
1268,2025-03-11,Pending,3817.5,465
1269,2025-09-07,Delivered,1888.85,379
1270,2025-09-25,Pending,656.86,216
1271,2025-09-25,Delivered,1130.54,84
1272,2025-01-25,Delivered,2819.71,182
1273,2024-11-14,Pending,1964.43,636
1274,2025-03-04,Pending,4272.15,350
1275,2025-07-03,Pending,4465.66,339
1276,2025-05-30,Pending,3709.27,379
1277,2025-07-12,Cancelled,3314.14,847
1278,2025-06-21,Cancelled,2996.11,910
1279,2025-05-28,Delivered,4294.9,904
1280,2024-12-10,Delivered,1604.2,454
1281,2025-04-05,Cancelled,2686.68,816
1282,2025-01-30,Pending,1391.11,69
1283,2025-08-12,Delivered,113.76,234
1284,2025-08-04,Pending,1046.57,915
1285,2024-12-06,Pending,4829.88,455
1286,2025-01-07,Cancelled,1835.61,970
1287,2025-09-23,Delivered,771.35,999
1288,2025-05-30,Delivered,4751.05,901
1289,2024-11-26,Delivered,235.88,884
1290,2025-06-21,Cancelled,757.52,707
1291,2024-12-21,Delivered,448.34,176
1292,2025-07-03,Delivered,849.78,731
1293,2025-08-30,Delivered,535.82,363
1294,2025-02-10,Delivered,1159.3,322
1295,2025-06-16,Delivered,245.43,648
1296,2025-06-10,Cancelled,4174.54,39
1297,2025-08-01,Cancelled,920.93,910
1298,2025-01-22,Delivered,1883.23,47
1299,2025-04-15,Delivered,4953.63,28
1300,2025-06-25,Delivered,2048.65,218
1301,2024-11-14,Pending,2773.54,148
1302,2024-12-03,Pending,4936.44,779
1303,2025-07-29,Pending,2972.14,414
1304,2025-02-28,Pending,3461.37,660
1305,2025-07-16,Delivered,1309.27,537
1306,2025-03-11,Delivered,3319.81,402
1307,2024-10-06,Pending,957.68,95
1308,2025-09-26,Pending,4358.72,279
1309,2025-02-28,Pending,2791.4,930
1310,2025-04-26,Cancelled,1596.37,246
1311,2025-07-30,Pending,2364.13,599
1312,2025-07-03,Cancelled,4665.32,131
1313,2024-12-30,Cancelled,4753.97,346
1314,2025-09-11,Pending,3545.82,286
1315,2025-09-19,Pending,2492.79,939
1316,2025-05-04,Delivered,4358.61,163
1317,2025-06-27,Pending,2990.93,546
1318,2025-01-23,Pending,3206.78,893
1319,2024-12-11,Delivered,3896.55,301
1320,2024-10-04,Delivered,1664.51,823
1321,2024-12-21,Delivered,2783.49,441
1322,2025-01-11,Delivered,2050.71,971
1323,2024-12-02,Pending,1724.9,995
1324,2024-10-12,Delivered,1679.84,719
1325,2025-06-21,Pending,4381.65,27
1326,2024-12-30,Pending,3995.14,545
1327,2025-09-19,Pending,2441.07,485
